data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6254801,120,CAO1428,1428,2018-06-23,2018,2,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Boyo,Fundong,Fundong,6.2500,10.2667,1,Bareta News,National,"Around 23 June, Cameroonian army reportedly executed a civilian in Fundong, Boyo.",1,1572403703,CMR
6254795,120,CAO1427,1427,2018-06-23,2018,2,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.6921,9.2097,2,Bareta News,National,"Around 23 June, Cameroonian army reportedly killed two civilians in Bombey, Kumba",2,1572403703,CMR
6254796,120,CAO1429,1429,2018-06-23,2018,2,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,Bareta News,National,"Around 23 June, Cameroonian army reportedly opened fire on a taxi in Bamenda, killing the driver and one passenger, while the other passengers were wounded.",2,1572403703,CMR
5124818,120,CAO1435,1435,2018-06-23,2018,1,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Police Forces of Cameroon (1982-),7,27,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.6921,9.2097,1,Journal du Cameroun,National,"On 23 June, a policeman was kidnapped by presumed separatists in Kumba, South-West. It was later leared the officer was executed.",1,1555346744,CMR
5248015,120,CAO1422,1422,2018-06-21,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,AFP,International,"On 21 June, a police patrol was attacked by suspected separatists in Bamenda: one policeman and one assailant dead, several policemen wounded.",2,1561469020,CMR
4628706,120,CAO1423,1423,2018-06-21,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Fako,Tiko,Mutengene,4.0913,9.3144,1,Journal du Cameroun,National,"On 21 June, a gendarme was killed during an attack of the gendarmerie post by Ambazonian separatists in Mutengene, South West.",1,1552576480,CMR
4628704,120,CAO1421,1421,2018-06-21,2018,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Momo,Mbeggwi,Mbengwi,6.0167,10.0000,1,Camer.be,National,"On 21 June, Cameroonian soldiers attacked an Ambazonian base in the Bengwi department, Momo. Weapons and military material were seized. 4 hostages were freed and 3 civilians killed.",3,1552576480,CMR
4628622,120,CAO1434,1434,2018-06-21,2018,1,Violence against civilians,Abduction/forced disappearance,ADF: The Ambazonia Defense Forces,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Bangem,Bangem,5.0856,9.7696,1,Camer.be,National,"On 21 June, 4 businessmen were kidnapped by alleged ADF men in Bangem, South West.",0,1552576480,CMR
6074301,120,CAO1420,1420,2018-06-20,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Communal Militia (Cameroon),Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Logone-Birni,Blabline,11.9119,15.0097,1,L'Oeil,New media,"On 20 June, a vigiliante was killed during a BH attack in Blabline, Logone et Chari",1,1571164567,CMR
6254789,120,CAO1418,1418,2018-06-19,2018,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Meme,Kumba 3,Mbalangi,4.5010,9.4632,1,Bareta News,National,"On 19 June, Cameroonian forces attacked and burned down the villages of Ediki, Mbalangi, Banga Bakundu on the Buea-Kumba axis. People took shelter in the forest.",0,1572403703,CMR
6254778,120,CAO1419,1419,2018-06-19,2018,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Meme,Kumba 3,Banga Bekele,4.4023,9.4429,1,Bareta News,National,"On 19 June, Cameroonian forces attacked and burned down the villages of Ediki, Mbalangi, Banga Bakundu on the Buea-Kumba axis. People took shelter in the forest.",0,1572403703,CMR
6254794,120,CAO1417,1417,2018-06-19,2018,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Meme,Kumba 3,Ediki,4.5407,9.4642,1,Bareta News,National,"On 19 June, Cameroonian forces attacked and burned down the villages of Ediki, Mbalangi, Banga Bakundu on the Buea-Kumba axis. People took shelter in the forest.",0,1572403703,CMR
5248013,120,CAO1416,1416,2018-06-18,2018,1,Battles,Armed clash,ADF: The Ambazonia Defense Forces,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Muyuka,Ekona,5.0288,9.4924,1,Cameroon Post,National,"On 18 June, a battle between the security forces and ADF elements in Ekona was reported. Some militants were ""neutralised"".",10,1561469020,CMR
4629884,120,CAO1410,1410,2018-06-16,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Boyo,Fundong,Fundong,6.2500,10.2667,1,Camer.be,National,"On 16 June, a military patrol was attacked by Ambazonian separatists in Fundong, North-West: one killed and several wounded.",1,1552576482,CMR
6074292,120,CAO1411,1411,2018-06-16,2018,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Limani,11.2331,14.1711,1,L'Oeil,New media,"On 16 June, 2 kamikazes exploded their vests in Limani resulting in the death of a child.",3,1571164567,CMR
6074282,120,CAO1412,1412,2018-06-16,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Tchika,12.7842,14.2731,1,L'Oeil,New media,"On 16 June, two people were killed by BH men in Tchika, Lac Tchad.",2,1571164567,CMR
4629850,120,CAO1415,1415,2018-06-16,2018,1,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Batibo,5.8358,9.8553,1,Journal du Cameroun,National,"On 16 June, a couple supporting the ruling CPDM was killed in Batibo, Momo, by alleged Ambazonian separatists.",2,1552576482,CMR
5248012,120,CAO1414,1414,2018-06-15,2018,2,Strategic developments,Change to group/activity,ADF: The Ambazonia Defense Forces,,2,,,0,20,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,2,Cameroon Post,National,"Movement of forces: Over June 15-17, ADF elements locked down the the Buea-Kumba axis to try to assert their authority in the area. Sand trucks were forced to unload on the road to prevent passage, while money was extorted from some passenger vehicles. Military forces were deployed around Kumba to clear the highway, leading to clashes on the 18th.",0,1561469020,CMR
6254793,120,CAO1505,1505,2018-06-15,2018,3,Strategic developments,Looting/property destruction,Military Forces of Cameroon (1982-),,1,,,0,10,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Kope-Manenguba,Ikiliwindi,4.7317,9.4881,1,Bareta News,National,"Property destruction: Possibly in June, Cameroonian forces reportedly ransacked the local health unit in Ikiliwindi, Meme County, destroying the facility and manhandling the staff present.",0,1572403703,CMR
5248011,120,CAO1413,1413,2018-06-15,2018,1,Violence against civilians,Attack,ADF: The Ambazonia Defense Forces,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Ekondo Titi,4.6030,9.0404,2,Cameroon Post,National,"On 15 June, a driver carrying was executed by ADF elements on the way to Ekondo Titi after they learnt he had transported a gendarme the day before and accused him of betrayal.",1,1561469020,CMR
6254775,120,CAO1506,1506,2018-06-15,2018,3,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),Health Workers (Cameroon),7,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Bafia,4.3557,9.3161,1,Bareta News,National,"Possibly in June, Cameroonian forces reportedly ransacked the Government Integrated Heath Unit in Bafia, Muyuka local government of Fako County, shooting heavily with machine guns. Many patients and staff were wounded.",0,1572403703,CMR
6254771,120,CAO1507,1507,2018-06-15,2018,3,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),Health Workers (Cameroon),7,17,Middle Africa,Cameroon,Sud-Ouest,Lebialem,Menji,Menji,5.7131,10.0650,2,Bareta News,National,"Possibly in June, Cameroonian forces reportedly attacked the Hospital in Lebialem, Sud-Ouest, killing a nurse.",1,1572403703,CMR
4630371,120,CAO1409,1409,2018-06-13,2018,1,Protests,Protest with intervention,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,Camer.be,National,"On 13 June, locals demonstrated against South-West and North-West workers working at the construction of the Biya's stadium. Police arrested union leaders.",0,1552576482,CMR
6074291,120,CAO1408,1408,2018-06-12,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kerawa,11.1842,13.9142,1,L'Oeil,New media,"On 12 June, Boko Haram killed a man in Alladjiri, Kerawa.",1,1571164567,CMR
5248006,120,CAO1407,1407,2018-06-10,2018,1,Battles,Armed clash,Unidentified Armed Group (Cameroon),,3,Police Forces of Cameroon (1982-),,1,13,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Muea,4.1749,9.3044,1,Journal du Cameroun,National,"On 10 June, a Police commissioner was kidnapped by unknown armed men in Muea, Buea. Unclear if in official capacity during attack.",0,1561469020,CMR
5248005,120,CAO1406,1406,2018-06-09,2018,1,Battles,Armed clash,Unidentified Armed Group (Cameroon),,3,Military Forces of Cameroon (1982-),,1,13,Middle Africa,Cameroon,Nord-Ouest,Menchum,Furu-Awa,Furu-Awa,6.8667,10.0333,1,AFP,International,"On 9 June, a Cameroonian soldier was reportedly killed by armed men in Furu-Awa, Menchum department.",1,1561469020,CMR
6074271,120,CAO1396,1396,2018-06-08,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Communal Militia (Cameroon),Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Nord,Benoue,Tcheboa,Djalingo,8.9667,13.5333,1,L'Oeil,New media,"On 8 June, Boko Haram men attacked the village of Djalingo, Dogba. 10 civilians, including the village Lawan, and 10 BH men killed.",20,1571164567,CMR
4632366,120,CAO1394,1394,2018-06-06,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Police Forces of Cameroon (1982-) Prison Guards,,1,12,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Bavenga,4.3260,9.3301,1,Journal du Cameroun,National,"On 6 June, separatists reportedly attacked the Bavenga prison, Muyuka, freeing the prisoners. Toll unknown.",0,1552576677,CMR
4632304,120,CAO1395,1395,2018-06-06,2018,1,Strategic developments,Looting/property destruction,Ambazonian Separatists (Cameroon),,2,,,0,20,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.2898,9.4103,1,Journal du Cameroun,National,"Property destruction: On 6 June, separatists reportedly burned down the Legal Department and the State Counsel of Muyuka. There were clashes in the town the day before.",0,1552576677,CMR
4632597,120,CAO1393,1393,2018-06-05,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.2898,9.4103,1,Journal du Cameroun,National,"On 5 June, clashes were reported in Muyuka between separatists and military forces. Toll unknown.",0,1552576677,CMR
5248004,120,CAO1405,1405,2018-06-05,2018,1,Battles,Armed clash,Unidentified Armed Group (Cameroon),,3,Police Forces of Cameroon (1982-),,1,13,Middle Africa,Cameroon,Nord-Ouest,Boyo,Fundong,Fundong,6.2500,10.2667,1,Journal du Cameroun,National,"On 5 June, a police officer was kidnapped in Fundong, North West Region. Unclear if in official capacity during attack.",0,1561469020,CMR
4632559,120,CAO1433,1433,2018-06-05,2018,2,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Police Forces of Cameroon (1982-),7,27,Middle Africa,Cameroon,Nord-Ouest,Boyo,Fundong,Fundong,6.2500,10.2667,1,Journal du Cameroun,National,"Early June: images of the kidnapping and execution of a policeman by presumed separatists in Fundong, North-West.",1,1552576677,CMR
4633096,120,CAO1392,1392,2018-06-03,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,Camer.be,National,"On 3 June, Cameroonian soldiers repelled an attack by Boko Haram men in Zuru, Amchide.",0,1552576678,CMR
4633331,120,CAO1391,1391,2018-06-02,2018,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Government of Cameroon (1982-),7,37,Middle Africa,Cameroon,Sud-Ouest,Manyu,Mamfe,Mbinjong,5.6515,9.4739,1,Camer.be,National,"Property destruction: On 2 June, the residence of Minister Mengo Victor Arrey in Mbinjong, Upper Bayang, was burned down by some armed men.",0,1552576678,CMR
6074252,120,CAO1389,1389,2018-06-01,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Communal Militia (Cameroon),Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ashigashiya,11.1280,13.8762,2,L'Oeil,New media,"On 1 June, the head of the vigilante militia of Talla Massali village, Ashigashiya, was killed during an ambush pepetrated by Boko Haram.",1,1571164567,CMR
4633591,120,CAO1390,1390,2018-06-01,2018,1,Violence against civilians,Abduction/forced disappearance,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord,Mayo-Rey,Touboro,Touboro,7.7708,15.3568,2,Camer.be,National,"On 1 June, the village chief of Wakassao, Touboro, was reportedly kidnapped by a Cameroonian soldier, as he refused to pay the traditional tax to the traditional chief.",0,1552576679,CMR
6254780,120,CAO1388,1388,2018-05-31,2018,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Besi,5.8156,9.9242,2,Bareta News,National,"On 31 May, Cameroonian forces allegedly accidentally killed Prince Mbah Dan Njeck of Bessi Fondom in Momo County, as they opened fire at the Nsamungong market.",1,1572403703,CMR
6136595,120,CAO1387,1387,2018-05-30,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Undisclosed Source,Local partner-Other,"On 30 May, BH men attacked Cheripouri, Kolofata: they killed a man before leaving as Cameroonian soldiers arrived.",1,1571260130,CMR
6136592,120,CAO1386,1386,2018-05-30,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Communal Militia (Cameroon),Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Ndiguina,Ndiguina,11.4872,14.6776,2,Undisclosed Source,Local partner-Other,"On 30 May, a Boko Haram incursion was repelled by a vigilante milita in Mada Kolo, Ndiguina, Logone et Chari. One BH killed and another captured.",1,1571260130,CMR
6074288,120,CAO1383,1383,2018-05-28,2018,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Pastoralists (Cameroon),7,37,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Sagme,12.5514,14.2587,1,L'Oeil,New media,"On 28 May, 2 herders were killed by the explosion of a landmine in Sagme, Logone et Chari.",2,1571164567,CMR
6136622,120,CAO1384,1384,2018-05-28,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Yegwa,11.1291,14.0632,1,Undisclosed Source,Local partner-Other,"On 28 May, a man was killed during a BH incursion in Yegoua, Kolofata. Some cattle seized.",1,1571260130,CMR
6136613,120,CAO1385,1385,2018-05-28,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Afade,12.2198,14.6543,1,Undisclosed Source,Local partner-Other,"On 28 May, a man was wounded during a BH incursion in Afade, Logone et Chari. Some cattle seized.",0,1571260130,CMR
6136631,120,CAO1382,1382,2018-05-27,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Nmdaga,11.6378,14.7347,1,Undisclosed Source,Local partner-Other,"On 27 May, BH men attacked Ndaga, Logone et Chari: the traditional chief was killed, his brother wounded, cattle seized.",1,1571260130,CMR
5145041,120,CAO1379,1379,2018-05-25,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Batibo,5.8358,9.8553,1,Journal du Cameroun,National,On 25 May corpses of Batibo youths were discovered in bushes in Batibo. Circumstances of death unclear. Batibo saw VAC by Ambazonian separatists and clashes between the separatists and military forces earlier in 2018.,10,1556572280,CMR
6269694,120,CAO1381,1381,2018-05-25,2018,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.2898,9.4103,1,HRW,Other,"On 25 May, the principal of the Baptist Academy of Muyuka (South-West) was kidnapped by Ambazonian separatists. He was freed on 29 May.",0,1572403721,CMR
6269853,120,CAO1380,1380,2018-05-25,2018,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Teachers (Cameroon),7,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,1,HRW,Other,"On 25 May, the principal of Bolifamba High School (Buea, South-West) was kidnapped by Ambazonian separatists.",0,1572403721,CMR
4636124,120,CAO1378,1378,2018-05-22,2018,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Nord-Ouest,Momo,Mbeggwi,Mbengwi,6.0167,10.0000,2,Camer.be,National,"Looting: On 22 May, a brewery truck was attacked at 8 km from Mbengwi. Assailants set fire to the truck.",0,1552576682,CMR
4636428,120,CAO1373,1373,2018-05-20,2018,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,Journal du Cameroun,National,"On 20 May, during a march to commemorate the independence of Cameroon in Yaounde, opposition parties protested the government's handling of the ongoing tensions in the English-speaking regions. As they were unauthorised to carry banners, they marched with hands on their heads and showed pictures of the violence happening there.",0,1552576682,CMR
4636583,120,CAO1376,1376,2018-05-20,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Batibo,5.8358,9.8553,2,Camer.be,National,"On 20 May, clashes between Ambazonian separatists and policemen were reported in Konye and Batibo. Several people dead were reported (10 fatalities spread over two events)",5,1552576682,CMR
4636581,120,CAO1374,1374,2018-05-20,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Muyuka,Ekona,5.0288,9.4924,2,Camer.be,National,"On 20 May, Ambazonian separatists ambushed a group of policemen in Ekona. One policeman dead and two wounded.",1,1552576682,CMR
4636582,120,CAO1375,1375,2018-05-20,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Konye,Konye,4.9371,9.4768,2,Camer.be,National,"On 20 May, clashes between Ambazonian separatists and policemen were reported in Konye and Batibo. Several people dead were reported (10 fatalities spread over two events)",5,1552576682,CMR
5247992,120,CAO1377,1377,2018-05-20,2018,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Mezam,Santa,Menka,5.7408,10.0905,1,AFP,International,"On 20 May, Cameroonian soldiers reportedly raided Menka. 8 dead bodies were found in the woods around the city.",8,1561469020,CMR
6136694,120,CAO1372,1372,2018-05-20,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Ashigashiya Communal Militia (Cameroon),Military Forces of Cameroon (1982-); Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ashigashiya,11.1280,13.8762,1,Undisclosed Source,Local partner-Other,"On 20 May, several Boko Haram men attacked Ashigashiya: 2 vigiliantes and one soldier injured.",0,1571260130,CMR
4636674,120,CAO1371,1371,2018-05-19,2018,1,Strategic developments,Arrests,Police Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mayo Moskota,Kouyape,11.0210,13.9666,2,Camer.be,National,"Arrests: On 19 May, the village chief of Goudoumboul and six other people were arrested over allegedly providing food to Boko Haram militants.",0,1552576682,CMR
4636613,120,CAO1369,1369,2018-05-19,2018,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Bangem,Bangem,5.0856,9.7696,1,Camer.be,National,"On 19 May, the Bangem mayor and two of his staff members were kidnapped by some armed men, while distributing some pro-government gadgets for the 20 May celebration.",0,1552576682,CMR
5247990,120,CAO1370,1370,2018-05-18,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Santa,Menka,5.7408,10.0905,1,AFP,International,"On 18 May, Ambazonian elements and Cameroonian soldiers clashed in Menka, Santa: 27 Ambazonian fighters and 5 hostages dead.",32,1561469020,CMR
6254799,120,CAO1367,1367,2018-05-17,2018,2,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Meme,Kumba 1,Kombone,4.5832,9.3061,1,Bareta News,National,"Between 15 and 17 May, three days of clashes between Cameroonian soldiers and Ambazonian separatists in Kwakwa Kombone, Meme. 27 Cameroonian soldiers allegedly killed.",9,1572403703,CMR
6136707,120,CAO1368,1368,2018-05-17,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Undisclosed Source,Local partner-Other,"On 17 May, Boko Haram men and security forces clashed in Wouro, Mayo Sava, as BH men attempted to seize cattle.",0,1571260130,CMR
6254782,120,CAO1366,1366,2018-05-16,2018,2,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Meme,Kumba 1,Kombone,4.5832,9.3061,1,Bareta News,National,"Between 15 and 17 May, three days of clashes between Cameroonian soldiers and Ambazonian separatists in Kwakwa Kombone, Meme. 27 Cameroonian soldiers allegedly killed.",9,1572403703,CMR
6254797,120,CAO1364,1364,2018-05-16,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-) Gendarmerie,,1,12,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,1,Bareta News,National,"On 16 May, three armed separatists exchanged fire with two Cameroonian soldiers in Buea, wounding one.",0,1572403703,CMR
6254781,120,CAO1362,1362,2018-05-15,2018,1,Strategic developments,Other,Unidentified Armed Group (Cameroon),,3,,,0,30,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,1,Bareta News,National,"Non-violent activity: On 15 May, sounds of gun shots were heard in Buea. It is unclear whether it was a military drilling exercise or clashes between separatists and the Cameroonian army.",0,1572403703,CMR
6254790,120,CAO1363,1363,2018-05-15,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-) Gendarmerie,,1,12,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Muyuka,Ekona,5.0288,9.4924,1,Bareta News,National,"On 15 May, clashes between separatists and gendarmes were reported in Ekona, South-West region.",0,1572403703,CMR
6254777,120,CAO1365,1365,2018-05-15,2018,2,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Meme,Kumba 1,Kombone,4.5832,9.3061,1,Bareta News,National,"Between 15 and 17 May, three days of clashes between Cameroonian soldiers and Ambazonian separatists in Kwakwa Kombone, Meme. 27 Cameroonian soldiers allegedly killed.",9,1572403703,CMR
6270845,120,CAO2434,2434,2018-05-15,2018,3,Strategic developments,Change to group/activity,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Manyu,Mamfe,Mamfe,5.7540,9.3123,2,HRW,Other,"Month of May. Military forces raid Etoko village, near Mamfe, Manyu, searching for Ambazonian separatists and force civilians to flee.",0,1572403723,CMR
4638159,120,CAO1361,1361,2018-05-14,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Meme,Mbonge,Boa,4.4279,8.9741,1,Camer.be,National,"On 14 May, separatists and the Cameroonian army clashed in the Boa Village, Meme. 16 dead and several houses burnt down.",16,1552576684,CMR
4638082,120,CAO1360,1360,2018-05-14,2018,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Meme,Mbonge,Bakundu Foe,4.4721,9.2235,1,Camer.be,National,"On 14 May, the Fue-Bakundu village, Meme, was attacked by the Cameroonian army, who opened fire on civilians, as some insurgents were deemed to shelter there: 37 civilians dead and 400 wound.",37,1552576684,CMR
